cvegeo,nomgeo,fecha,NO2,PM10,PM25,RH,TMP
09014,Benito JuÃ¡rez,2021,25.40700340271,32.2869415283203,19.5851097106934,50.4733695983887,16.0431327819824
15029,Chicoloapan,2021,16.0008316040039,40.3622436523438,20.9270629882812,58.5844879150391,17.6517772674561
15028,Chiautla,2021,14.276141166687,41.6938629150391,19.4815273284912,62.1388893127441,18.7285537719727
15030,Chiconcuac,2021,14.8756036758423,41.2765083312988,19.207160949707,61.5056266784668,18.5667266845703
09003,CoyoacÃ¡n,2021,20.2806625366211,34.3351287841797,18.5286102294922,53.1134605407715,15.6957902908325
09002,Azcapotzalco,2021,27.5720252990723,44.7117233276367,22.0983924865723,49.7108917236328,16.6841125488281
09005,Gustavo A. Madero,2021,25.1053371429443,48.2329368591309,23.3127136230469,51.832447052002,17.1613655090332
09004,Cuajimalpa de Morelos,2021,15.9171829223633,29.7826499938965,12.4768886566162,62.0076446533203,14.7728204727173
09007,Iztapalapa,2021,23.5794448852539,43.3783531188965,22.0018062591553,51.5305404663086,16.3626327514648
09006,Iztacalco,2021,26.1551361083984,38.5568771362305,22.0374050140381,50.6359214782715,16.519287109375
15109,TultitlÃ¡n,2022,20.950553894043,54.4803581237793,19.7815113067627,53.2308349609375,17.6022262573242
15104,Tlalnepantla de Baz,2022,25.2110042572021,49.9876861572266,21.0590877532959,51.988208770752,17.0250625610352
15122,Valle de Chalco Solidaridad,2022,18.5170650482178,44.2017631530762,20.5161762237549,53.0700874328613,16.9763660430908
15121,CuautitlÃ¡n Izcalli,2022,19.3525829315186,41.8752861022949,19.481595993042,54.2209129333496,17.0748348236084
15100,Tezoyuca,2022,16.3978900909424,41.4469451904297,19.3004512786865,55.2802429199219,18.963737487793
15099,Texcoco,2022,16.8468246459961,40.1780776977539,19.2516708374023,54.760196685791,18.9459781646729
15033,Ecatepec de Morelos,2022,21.1024627685547,47.9002494812012,19.9137439727783,53.0569381713867,18.1208038330078
15031,ChimalhuacÃ¡n,2022,15.7793235778809,40.7359085083008,19.8958492279053,52.8594284057617,17.9627895355225
15037,Huixquilucan,2022,18.2387466430664,32.889045715332,17.3935279846191,57.4922637939453,14.4853324890137
15039,Ixtapaluca,2022,18.260368347168,41.3298797607422,19.4503555297852,54.649528503418,18.464563369751
15058,NezahualcÃ³yotl,2022,20.2020568847656,42.6227645874023,19.7281932830811,51.7154922485352,17.477746963501
15057,Naucalpan de JuÃ¡rez,2022,19.7543048858643,37.8536491394043,19.4333591461182,54.3867874145508,15.5506906509399
09017,Venustiano Carranza,2022,26.5289745330811,42.0731735229492,21.1692314147949,50.990234375,17.0029773712158
09016,Miguel Hidalgo,2022,26.0270099639893,37.2206954956055,20.2373962402344,51.9693946838379,16.0616264343262
15070,La Paz,2022,17.8971633911133,42.4410858154297,21.2766914367676,52.7100028991699,17.6100692749023
15002,Acolman,2022,15.4173936843872,41.8609161376953,19.2638549804688,55.8314208984375,19.150857925415
15108,Tultepec,2022,18.0151176452637,51.9719581604004,19.396951675415,53.9951324462891,17.9944248199463
15013,AtizapÃ¡n de Zaragoza,2022,18.724027633667,35.3357772827148,19.7786140441895,53.8098678588867,16.2612438201904
15011,Atenco,2022,18.7776184082031,41.4259147644043,19.3975620269775,54.0617027282715,18.5534000396729
15025,Chalco,2022,17.7771549224854,42.5687026977539,19.426082611084,54.4335174560547,17.5283889770508
15020,Coacalco de BerriozÃ¡bal,2022,19.7947750091553,55.590160369873,19.6938533782959,53.177661895752,17.9349536895752
09009,Milpa Alta,2022,12.0025453567505,37.3716125488281,19.1254615783691,57.1377410888672,14.9708881378174
09008,La Magdalena Contreras,2022,17.3695907592773,32.3121871948242,17.7063770294189,58.4454536437988,14.2380409240723
09011,TlÃ¡huac,2022,18.4814300537109,42.3795280456543,21.0294933319092,52.8539886474609,16.584508895874
09010,Ãlvaro ObregÃ³n,2022,19.1274242401123,30.2745132446289,17.5899429321289,55.5752639770508,14.9964904785156
09013,Xochimilco,2022,16.8167018890381,39.2662963867188,19.1303443908691,54.999828338623,15.6283597946167
09012,Tlalpan,2022,18.225715637207,38.1615753173828,18.4372215270996,59.299388885498,14.1797981262207
09015,CuauhtÃ©moc,2022,28.5123901367188,39.9847259521484,21.6908855438232,50.8607215881348,16.5584201812744
09014,Benito JuÃ¡rez,2022,25.3105735778809,34.1161193847656,19.8748378753662,51.5115585327148,16.1121063232422
15029,Chicoloapan,2022,15.9513244628906,40.4814643859863,19.6255550384521,53.7957229614258,18.3433113098145
15028,Chiautla,2022,15.6397552490234,40.8553581237793,19.2475318908691,55.492359161377,19.1450672149658
15030,Chiconcuac,2022,16.1010036468506,40.6172332763672,19.2669086456299,55.1233367919922,19.0061092376709
09003,CoyoacÃ¡n,2022,20.9474773406982,34.9210929870605,18.823694229126,53.1445083618164,15.7987661361694
09002,Azcapotzalco,2022,27.349946975708,45.475513458252,22.0294036865234,51.4533081054688,16.6169834136963
09005,Gustavo A. Madero,2022,24.5536041259766,50.4889030456543,21.8368625640869,51.4264068603516,17.253044128418
09004,Cuajimalpa de Morelos,2022,17.2688541412354,28.5702857971191,16.2980613708496,58.2676277160645,14.3084030151367
09007,Iztapalapa,2022,23.3481044769287,40.8256683349609,21.3772296905518,51.9462471008301,16.7253475189209
09006,Iztacalco,2022,26.9554996490479,40.1128387451172,20.5014934539795,51.0928535461426,16.7729663848877
