cvegeo,nomgeo,fecha,NO2,PM10,PM25,RH,TMP
15109,TultitlÃ¡n,2018,23.0841293334961,64.9306640625,23.1465625762939,58.7398262023926,16.4477825164795
15104,Tlalnepantla de Baz,2018,29.5019226074219,60.1147346496582,23.1465625762939,56.2995491027832,16.7075614929199
15122,Valle de Chalco Solidaridad,2018,21.3487892150879,46.5612258911133,23.1465625762939,57.7822608947754,15.8148412704468
15121,CuautitlÃ¡n Izcalli,2018,19.0859069824219,47.5489044189453,23.1465625762939,60.8530120849609,13.8720140457153
15100,Tezoyuca,2018,17.2013263702393,45.6082496643066,23.1465625762939,57.6964797973633,16.7039642333984
15099,Texcoco,2018,16.3464412689209,45.2560997009277,23.1465625762939,58.0428810119629,16.3305110931396
15033,Ecatepec de Morelos,2018,23.6965465545654,57.9564971923828,23.1465644836426,55.4046058654785,17.4369239807129
15031,ChimalhuacÃ¡n,2018,20.0867919921875,47.4651069641113,23.1465625762939,56.1274490356445,16.532262802124
15037,Huixquilucan,2018,21.2572040557861,31.795955657959,23.1465644836426,59.9835968017578,10.9392728805542
15039,Ixtapaluca,2018,17.1286220550537,44.7285194396973,23.1465644836426,58.9486122131348,16.7845115661621
15058,NezahualcÃ³yotl,2018,25.0516948699951,50.8617057800293,23.1465606689453,54.6322212219238,17.0744934082031
15057,Naucalpan de JuÃ¡rez,2018,23.3979873657227,35.5583038330078,23.1465625762939,57.8994674682617,13.655011177063
09017,Venustiano Carranza,2018,31.5467891693115,52.3096961975098,23.1465625762939,54.2590637207031,17.6160888671875
09016,Miguel Hidalgo,2018,29.0877075195312,39.4829788208008,23.1465606689453,54.8784332275391,16.9868011474609
15070,La Paz,2018,20.8733940124512,46.5179977416992,23.1465606689453,56.4663925170898,16.4027862548828
15002,Acolman,2018,16.3566417694092,44.3198013305664,23.1465625762939,58.6308555603027,16.2000484466553
15108,Tultepec,2018,18.7365016937256,50.9292488098145,23.1465625762939,59.784309387207,16.156343460083
15013,AtizapÃ¡n de Zaragoza,2018,21.4929618835449,41.225227355957,23.1465625762939,58.9898414611816,13.6370811462402
15011,Atenco,2018,19.3207569122314,49.1111831665039,23.1465625762939,55.8273620605469,16.9938945770264
15025,Chalco,2018,18.7552223205566,45.5538902282715,23.1465644836426,59.4237861633301,15.9793748855591
15020,Coacalco de BerriozÃ¡bal,2018,22.3005771636963,58.9878578186035,23.1465625762939,57.9209060668945,17.1006259918213
09009,Milpa Alta,2018,18.3212299346924,42.4797058105469,23.1465625762939,62.5138664245605,11.0030164718628
09008,La Magdalena Contreras,2018,18.5337066650391,33.3291091918945,23.1465606689453,60.3966903686523,12.5611972808838
09011,TlÃ¡huac,2018,22.0172557830811,45.1602439880371,23.1465625762939,57.268928527832,16.0623168945312
09010,Ãlvaro ObregÃ³n,2018,22.8304595947266,34.5515213012695,23.1465625762939,57.3205108642578,14.9783372879028
09013,Xochimilco,2018,20.1189517974854,41.327220916748,23.1465625762939,58.9112281799316,15.6857776641846
09012,Tlalpan,2018,17.2030372619629,37.1927337646484,23.1465606689453,62.3605842590332,11.4467344284058
09015,CuauhtÃ©moc,2018,32.0949783325195,46.2161712646484,23.1465625762939,54.3051681518555,17.667797088623
09014,Benito JuÃ¡rez,2018,28.8482990264893,39.7933311462402,23.1465625762939,54.2161674499512,17.6332187652588
15029,Chicoloapan,2018,17.6183071136475,45.803825378418,23.1465606689453,57.5623893737793,16.4034957885742
15028,Chiautla,2018,15.9035472869873,44.3954925537109,23.1465606689453,58.1411666870117,16.2258472442627
15030,Chiconcuac,2018,16.3773651123047,45.1803894042969,23.1465625762939,57.6594543457031,16.4388637542725
09003,CoyoacÃ¡n,2018,23.7901172637939,38.7038383483887,23.1465644836426,55.6221313476562,17.303337097168
09002,Azcapotzalco,2018,31.077693939209,48.5560874938965,23.1465625762939,55.4969749450684,17.0918521881104
09005,Gustavo A. Madero,2018,30.9395923614502,62.2080917358398,23.1465606689453,55.2064170837402,17.4717655181885
09004,Cuajimalpa de Morelos,2018,20.5705261230469,30.7949962615967,23.1465625762939,60.1260833740234,11.7996778488159
09007,Iztapalapa,2018,25.0243835449219,44.2032203674316,23.1465625762939,54.980052947998,17.1769752502441
09006,Iztacalco,2018,29.9346466064453,46.7932167053223,23.1465625762939,54.0522384643555,17.6200008392334
15109,TultitlÃ¡n,2019,21.3385581970215,45.8841972351074,22.382453918457,54.4702911376953,18.076904296875
15104,Tlalnepantla de Baz,2019,27.1993942260742,45.6980361938477,24.2715606689453,51.1119689941406,17.5196838378906
15122,Valle de Chalco Solidaridad,2019,18.0281581878662,45.5727615356445,22.3676490783691,53.4053916931152,17.2073574066162
15121,CuautitlÃ¡n Izcalli,2019,18.0007648468018,45.2104454040527,22.2634143829346,57.7163391113281,17.6494197845459
15100,Tezoyuca,2019,16.1983261108398,46.1987419128418,22.3135185241699,54.2463455200195,19.1662902832031
15099,Texcoco,2019,16.6272506713867,45.3523063659668,22.0439910888672,53.9611053466797,18.9958839416504
15033,Ecatepec de Morelos,2019,22.2487258911133,46.6895065307617,24.200647354126,52.9881019592285,18.4614963531494
15031,ChimalhuacÃ¡n,2019,17.5578117370605,45.7405738830566,22.5868530273438,53.8169250488281,18.1701774597168
15037,Huixquilucan,2019,20.2999572753906,42.6883773803711,21.1890029907227,54.0600967407227,15.2039585113525
15039,Ixtapaluca,2019,18.8970127105713,45.2359428405762,22.2296695709229,53.6884498596191,18.4494228363037
15058,NezahualcÃ³yotl,2019,20.7704887390137,45.614559173584,24.0011863708496,52.2029800415039,17.7855815887451
15057,Naucalpan de JuÃ¡rez,2019,21.3803119659424,43.686206817627,22.9401702880859,53.4269065856934,16.196252822876
09017,Venustiano Carranza,2019,27.0568218231201,44.9193458557129,22.8761310577393,52.7678909301758,17.4022197723389
09016,Miguel Hidalgo,2019,26.875057220459,43.3645629882812,26.6332759857178,50.2312660217285,16.6048450469971
15070,La Paz,2019,19.5653038024902,45.5263977050781,23.1446590423584,53.4337692260742,17.8217163085938
15002,Acolman,2019,15.969973564148,45.9731407165527,22.2756080627441,54.5359420776367,19.3493232727051
15108,Tultepec,2019,17.2231884002686,45.6804466247559,22.2241249084473,52.9828300476074,18.4500694274902
15013,AtizapÃ¡n de Zaragoza,2019,20.3264484405518,44.8202209472656,22.5667381286621,53.4893188476562,16.8815994262695
15011,Atenco,2019,17.1789245605469,46.443660736084,23.2168807983398,54.1798667907715,18.786018371582
15025,Chalco,2019,18.4018650054932,45.5109901428223,22.2223625183105,54.042854309082,17.6016120910645
15020,Coacalco de BerriozÃ¡bal,2019,20.6867122650146,46.2427368164062,22.4051189422607,52.5256805419922,18.3571681976318
09009,Milpa Alta,2019,11.4825887680054,44.8246841430664,22.0042915344238,53.8616523742676,15.397087097168
09008,La Magdalena Contreras,2019,16.546688079834,42.3493309020996,20.3476104736328,53.3342018127441,14.9041318893433
09011,TlÃ¡huac,2019,16.9661388397217,45.0490798950195,22.5924587249756,51.8958625793457,16.8911228179932
09010,Ãlvaro ObregÃ³n,2019,20.5064144134521,42.1052360534668,20.0442180633545,54.1227035522461,15.6132678985596
09013,Xochimilco,2019,13.7521476745605,44.0146293640137,21.9378890991211,52.5629577636719,16.0655536651611
09012,Tlalpan,2019,15.086217880249,43.4055633544922,21.123083114624,52.6542625427246,14.7927875518799
09015,CuauhtÃ©moc,2019,28.7000350952148,44.1419906616211,26.6056060791016,50.3687553405762,17.0301876068115
09014,Benito JuÃ¡rez,2019,25.2117786407471,42.9308547973633,20.3538188934326,49.5320777893066,16.6069393157959
15029,Chicoloapan,2019,17.189998626709,45.5093574523926,21.9883708953857,54.0851745605469,18.4570083618164
15028,Chiautla,2019,15.7059125900269,45.8091468811035,22.2082405090332,53.8596458435059,19.2823581695557
15030,Chiconcuac,2019,15.5995349884033,45.905948638916,22.1961040496826,53.7164115905762,19.1558647155762
09003,CoyoacÃ¡n,2019,20.8614082336426,42.7242393493652,20.7781410217285,52.0003089904785,16.2915477752686
09002,Azcapotzalco,2019,28.7359104156494,44.802619934082,26.826229095459,53.3586273193359,17.126443862915
09005,Gustavo A. Madero,2019,26.4800510406494,45.8771591186523,24.3117542266846,53.860466003418,17.6792221069336
09004,Cuajimalpa de Morelos,2019,19.5423107147217,42.1732788085938,19.7285079956055,55.654842376709,15.0085878372192
09007,Iztapalapa,2019,22.5599136352539,44.4062118530273,23.4343395233154,52.2950744628906,17.0882434844971
09006,Iztacalco,2019,26.7941741943359,44.2861366271973,22.2443923950195,51.5963516235352,17.1776523590088
15109,TultitlÃ¡n,2020,21.1660404205322,44.6326866149902,20.361888885498,52.4074020385742,17.2392845153809
15104,Tlalnepantla de Baz,2020,24.1348743438721,41.5758590698242,21.4253559112549,51.7422676086426,17.6899242401123
15122,Valle de Chalco Solidaridad,2020,14.1552619934082,44.6023101806641,20.5873775482178,51.6296501159668,17.2679214477539
15121,CuautitlÃ¡n Izcalli,2020,16.9879379272461,42.8621864318848,19.6917552947998,52.911376953125,16.4590969085693
15100,Tezoyuca,2020,18.0934200286865,43.8664512634277,20.0851821899414,51.649055480957,16.825122833252
15099,Texcoco,2020,14.9905767440796,44.1096649169922,18.1823463439941,52.1970634460449,17.1746120452881
15033,Ecatepec de Morelos,2020,21.256404876709,45.2168006896973,21.6607475280762,51.9523277282715,17.972599029541
15031,ChimalhuacÃ¡n,2020,15.3382968902588,44.2766342163086,19.6182041168213,52.1856918334961,17.9403209686279
15037,Huixquilucan,2020,15.6977052688599,31.769702911377,15.9900741577148,52.3802032470703,14.7784757614136
15039,Ixtapaluca,2020,15.5231161117554,44.2597732543945,19.0853252410889,51.9820861816406,17.005786895752
15058,NezahualcÃ³yotl,2020,18.8177661895752,43.2716331481934,20.9446830749512,51.8740196228027,18.3488063812256
15057,Naucalpan de JuÃ¡rez,2020,17.6764984130859,34.8605613708496,18.7524032592773,51.7377243041992,16.4793224334717
09017,Venustiano Carranza,2020,22.4112968444824,41.0448684692383,21.6865520477295,51.4233703613281,18.588493347168
09016,Miguel Hidalgo,2020,21.9689083099365,35.7674865722656,17.3776912689209,50.9504890441895,17.8175163269043
15070,La Paz,2020,16.7184181213379,44.2065048217773,22.2615051269531,51.9102172851562,17.8223915100098
15002,Acolman,2020,17.7139892578125,43.459114074707,19.5632629394531,51.5231437683105,16.4162464141846
15108,Tultepec,2020,16.9255886077881,45.7681617736816,19.2403659820557,52.373966217041,17.0204658508301
15013,AtizapÃ¡n de Zaragoza,2020,17.443868637085,38.2651176452637,20.9137001037598,52.0746040344238,16.6074352264404
15011,Atenco,2020,17.5379867553711,44.7566833496094,20.6102504730225,52.1305809020996,17.7082080841064
15025,Chalco,2020,14.4218244552612,44.2925491333008,19.0485439300537,51.8494453430176,16.6833114624023
15020,Coacalco de BerriozÃ¡bal,2020,21.3214282989502,45.7268524169922,20.4339160919189,52.1110191345215,17.5257377624512
09009,Milpa Alta,2020,11.1389331817627,40.8700981140137,18.9066123962402,51.9197463989258,13.4535226821899
09008,La Magdalena Contreras,2020,13.9413681030273,31.8727359771729,17.7026214599609,52.1499366760254,13.9804210662842
09011,TlÃ¡huac,2020,14.6032285690308,43.7763137817383,20.9862327575684,51.6908416748047,17.163631439209
09010,Ãlvaro ObregÃ³n,2020,16.4654388427734,32.5905151367188,16.386682510376,51.7261581420898,15.8477945327759
09013,Xochimilco,2020,12.9169397354126,40.0571784973145,19.5224609375,51.8628616333008,15.5288248062134
09012,Tlalpan,2020,13.614821434021,34.944206237793,18.7556781768799,51.9089889526367,12.9011878967285
09015,CuauhtÃ©moc,2020,23.8333072662354,38.3512573242188,20.6150074005127,50.9035263061523,18.252420425415
09014,Benito JuÃ¡rez,2020,21.5465888977051,35.963996887207,18.5199565887451,50.7707481384277,18.0214233398438
15029,Chicoloapan,2020,14.5329837799072,44.463207244873,18.2198390960693,52.2673187255859,17.5655708312988
15028,Chiautla,2020,16.2359027862549,43.6443634033203,18.9199066162109,51.7902755737305,16.745735168457
15030,Chiconcuac,2020,16.0498161315918,43.944953918457,18.9085597991943,51.9452781677246,16.9999961853027
09003,CoyoacÃ¡n,2020,18.0533905029297,36.0623893737793,17.6258087158203,51.4425849914551,17.2579250335693
09002,Azcapotzalco,2020,24.4904117584229,38.7029151916504,19.4144744873047,51.3810997009277,17.9395923614502
09005,Gustavo A. Madero,2020,23.9488525390625,42.2790336608887,20.101432800293,51.7343902587891,18.29762840271
09004,Cuajimalpa de Morelos,2020,15.1574440002441,31.1190414428711,14.8486089706421,52.6848526000977,14.2808332443237
09007,Iztapalapa,2020,20.1125316619873,41.0585289001465,21.1340713500977,51.7758560180664,18.0397911071777
09006,Iztacalco,2020,22.4085063934326,39.8167037963867,21.6309299468994,51.3576507568359,18.4602241516113
15109,TultitlÃ¡n,2021,20.0859107971191,49.143383026123,22.039306640625,52.7798271179199,17.8154945373535
15104,Tlalnepantla de Baz,2021,24.5389499664307,43.7588882446289,22.2631855010986,51.004955291748,17.1404418945312
15122,Valle de Chalco Solidaridad,2021,18.1195888519287,41.5912857055664,20.8004035949707,53.3487586975098,16.3690185546875
15121,CuautitlÃ¡n Izcalli,2021,17.0151634216309,43.7466735839844,17.8910827636719,50.4499816894531,17.577262878418
15100,Tezoyuca,2021,15.492377281189,42.952507019043,20.1867523193359,62.924674987793,18.6665534973145
15099,Texcoco,2021,15.0591773986816,40.7484436035156,19.2205257415771,59.2354316711426,18.2992649078369
15033,Ecatepec de Morelos,2021,19.8004684448242,46.6984748840332,22.1055316925049,57.7238464355469,17.9771404266357
15031,ChimalhuacÃ¡n,2021,17.4354782104492,41.8422088623047,20.9486236572266,56.6839752197266,17.3932800292969
15037,Huixquilucan,2021,16.337423324585,35.1730194091797,12.0547094345093,59.1545104980469,15.0513591766357
15039,Ixtapaluca,2021,16.4441699981689,40.550708770752,19.069019317627,61.3933868408203,17.6326560974121
15058,NezahualcÃ³yotl,2021,21.4014053344727,46.6489372253418,21.7291431427002,53.7921676635742,17.0687694549561
15057,Naucalpan de JuÃ¡rez,2021,19.2292957305908,38.7055702209473,15.5550231933594,53.2958450317383,15.9752645492554
09017,Venustiano Carranza,2021,25.7879009246826,42.570240020752,22.3562774658203,51.0631408691406,16.767448425293
09016,Miguel Hidalgo,2021,25.8512191772461,38.0935668945312,19.0702095031738,50.2624359130859,16.151762008667
15070,La Paz,2021,19.5547828674316,42.0924682617188,22.3615684509277,55.3911018371582,17.0026741027832
15002,Acolman,2021,14.1775598526001,43.197624206543,20.4443359375,64.2221832275391,18.9364547729492
15108,Tultepec,2021,16.7699394226074,50.8224449157715,21.2292861938477,54.7113723754883,18.2754917144775
15013,AtizapÃ¡n de Zaragoza,2021,17.873851776123,34.2982749938965,16.8184909820557,51.2757759094238,16.732442855835
15011,Atenco,2021,17.0445556640625,43.0232048034668,19.0759963989258,60.2700958251953,18.1952152252197
15025,Chalco,2021,16.3436222076416,40.8700561523438,18.5387344360352,59.2405014038086,16.7495002746582
15020,Coacalco de BerriozÃ¡bal,2021,19.6203804016113,51.134162902832,23.3239517211914,55.243236541748,18.0374603271484
09009,Milpa Alta,2021,4.21813154220581,38.5957412719727,16.0765056610107,61.0824775695801,14.7518272399902
09008,La Magdalena Contreras,2021,12.963324546814,34.492115020752,14.1957759857178,66.568115234375,14.5733299255371
09011,TlÃ¡huac,2021,17.7324752807617,41.680850982666,20.9412498474121,52.0538101196289,16.0979824066162
09010,Ãlvaro ObregÃ³n,2021,18.22780418396,30.310474395752,15.201003074646,57.6594276428223,15.2220420837402
09013,Xochimilco,2021,10.5041522979736,39.9383773803711,17.6343860626221,56.5500679016113,15.3891410827637
09012,Tlalpan,2021,6.97397994995117,38.97412109375,13.8211469650269,71.7906341552734,14.3699197769165
09015,CuauhtÃ©moc,2021,27.7913665771484,39.5349388122559,21.795337677002,49.7236289978027,16.4784564971924
